,index,user,group,task,phase,time,type,sourcePath,targetPath,sourceRange,targetRange,time_dup
16,16,channel,canvas,2,0,2023-01-24 16:27:25.278941,mark,,code/lib/views/editor_page/draggable_page_menu/draggable_page_title_btn.dart (widget),,122:10-122:77,2023-01-24T16:27:25.278941
17,17,channel,canvas,2,0,2023-01-24 16:27:31.184810,move-node,,code/lib/commands/books/delete_page_command.dart (meeting),,,2023-01-24T16:27:31.184810
18,18,channel,canvas,2,0,2023-01-24 16:28:44.798467,mark,,code/lib/commands/books/delete_page_command.dart (meeting),,33:7-33:68,2023-01-24T16:28:44.798467
19,19,channel,canvas,2,1,2023-01-24 16:30:40.419220,mark,,code/lib/commands/books/delete_page_command.dart (meeting),,28:6-34:8,2023-01-24T16:30:40.419220
20,20,channel,canvas,3,0,2023-01-24 16:34:33.032708,tree,,code/lib/services/firebase/firebase_service.dart (NO_NODE_YET),,,2023-01-24T16:34:33.032708
21,21,channel,canvas,3,0,2023-01-24 16:34:44.049404,tree,,code/lib/services/firebase/firebase_service_firedart.dart (NO_NODE_YET),,,2023-01-24T16:34:44.049404
22,22,channel,canvas,3,0,2023-01-24 16:34:58.554745,tree,,code/lib/services/firebase/firebase_service.dart (mantis),,,2023-01-24T16:34:58.554745
23,23,channel,canvas,3,0,2023-01-24 16:35:15.257059,tree,,code/lib/services/firebase/firebase_service.dart (mantis),,,2023-01-24T16:35:15.257059
24,24,channel,canvas,3,0,2023-01-24 16:35:21.682300,move-node,,code/lib/services/firebase/firebase_service_firedart.dart (soccer),,,2023-01-24T16:35:21.682300
25,25,channel,canvas,3,0,2023-01-24 16:35:39.692074,mark,,code/lib/services/firebase/firebase_service.dart (mantis),,24:2-24:55,2023-01-24T16:35:39.692074
26,26,channel,canvas,3,0,2023-01-24 16:35:44.587458,mark,,code/lib/services/firebase/firebase_service.dart (mantis),,27:3-32:12,2023-01-24T16:35:44.587458
27,27,channel,canvas,3,1,2023-01-24 16:36:40.013470,tree,,code/lib/services/firebase/firebase_service_native.dart (NO_NODE_YET),,,2023-01-24T16:36:40.013470
28,28,channel,canvas,3,1,2023-01-24 16:37:38.016241,move-node,,code/lib/services/firebase/firebase_service_firedart.dart (soccer),,,2023-01-24T16:37:38.016241
29,29,channel,canvas,3,1,2023-01-24 16:37:44.050284,move-node,,code/lib/services/firebase/firebase_service_native.dart (air),,,2023-01-24T16:37:44.050284
30,30,channel,canvas,3,1,2023-01-24 16:37:49.318952,move-node,,code/lib/services/firebase/firebase_service.dart (mantis),,,2023-01-24T16:37:49.318952
31,31,channel,canvas,3,1,2023-01-24 16:38:09.833810,move-node,,code/lib/services/firebase/firebase_service_native.dart (air),,,2023-01-24T16:38:09.833810
32,32,channel,canvas,3,1,2023-01-24 16:38:57.335706,mark,,code/lib/services/firebase/firebase_service_firedart.dart (soccer),,107:80-107:86,2023-01-24T16:38:57.335706
33,33,channel,canvas,3,1,2023-01-24 16:39:03.127911,mark,,code/lib/services/firebase/firebase_service_native.dart (air),,80:75-80:78,2023-01-24T16:39:03.127911
1,408,patch,control,1,0,2023-01-25 17:54:39.788689,UI,,/models/books_model.dart,,,2023-01-25T17:54:39.788689
2,409,patch,control,1,0,2023-01-25 17:54:42.261013,UI,,/main.dart,,,2023-01-25T17:54:42.261013
3,34,patch,control,1,0,2023-01-25 17:55:22.549018,tree,,code/lib/views/home_page/home_page.dart (NO_NODE_YET),,,2023-01-25T17:55:22.549018
5,35,patch,control,1,0,2023-01-25 17:56:34.671004,define,code/lib/views/home_page/home_page.dart (cement),code/lib/views/home_page/home_page.dart (cement),44:18-44:32,78:6-78:20,2023-01-25T17:56:34.671004
6,36,patch,control,1,0,2023-01-25 17:56:37.932908,define,code/lib/views/home_page/home_page.dart (cement),code/lib/views/home_page/home_page.dart (cement),44:18-44:32,78:6-78:20,2023-01-25T17:56:37.932908
7,37,patch,control,1,0,2023-01-25 17:56:40.812319,define,code/lib/views/home_page/home_page.dart (cement),code/lib/views/home_page/covers_sortable_list.dart (NO_NODE_YET),47:24-47:42,20:8-20:26,2023-01-25T17:56:40.812319
9,412,patch,control,1,0,2023-01-25 17:56:44.677868,UI,,/views/home_page/home_page.dart,,,2023-01-25T17:56:44.677868
10,413,patch,control,1,0,2023-01-25 17:56:47.040620,UI,,/models/books_model.dart,,,2023-01-25T17:56:47.040620
11,414,patch,control,1,0,2023-01-25 17:56:48.674572,UI,,/views/home_page/covers_sortable_list.dart,,,2023-01-25T17:56:48.674572
12,415,patch,control,1,0,2023-01-25 17:56:52.459458,UI,,/views/home_page/home_page.dart,,,2023-01-25T17:56:52.459458
13,416,patch,control,1,0,2023-01-25 17:57:22.576647,UI,,/views/home_page/covers_sortable_list.dart,,,2023-01-25T17:57:22.576647
14,417,patch,control,1,0,2023-01-25 17:57:36.341605,UI,,/views/home_page/home_page.dart,,,2023-01-25T17:57:36.341605
15,418,patch,control,1,0,2023-01-25 17:57:47.596857,UI,,/views/home_page/covers_sortable_list.dart,,,2023-01-25T17:57:47.596857
16,38,patch,control,1,0,2023-01-25 17:58:16.999844,define,code/lib/views/home_page/covers_sortable_list.dart (fire),code/lib/views/home_page/covers_sortable_list.dart (fire),147:7-147:27,147:7-147:27,2023-01-25T17:58:16.999844
17,39,patch,control,1,0,2023-01-25 17:59:22.608609,define,code/lib/views/home_page/covers_sortable_list.dart (fire),code/lib/styled_widgets/buttons/styled_share_btn.dart (NO_NODE_YET),238:24-238:39,9:8-9:23,2023-01-25T17:59:22.608609
19,40,patch,control,1,0,2023-01-25 17:59:28.891113,mark,,code/lib/styled_widgets/buttons/styled_share_btn.dart (soy),,36:13-36:45,2023-01-25T17:59:28.891113
20,41,patch,control,1,0,2023-01-25 17:59:32.216431,define,code/lib/styled_widgets/buttons/styled_share_btn.dart (soy),code/lib/styled_widgets/buttons/styled_share_btn.dart (soy),36:23-36:42,19:9-19:28,2023-01-25T17:59:32.216431
21,42,patch,control,1,0,2023-01-25 17:59:35.128333,define,code/lib/styled_widgets/buttons/styled_share_btn.dart (soy),code/lib/styled_widgets/buttons/styled_share_btn.dart (soy),36:23-36:42,19:9-19:28,2023-01-25T17:59:35.128333
22,43,patch,control,1,0,2023-01-25 17:59:39.403354,mark,,code/lib/styled_widgets/buttons/styled_share_btn.dart (soy),,19:4-23:5,2023-01-25T17:59:39.403354
23,44,patch,control,1,1,2023-01-25 18:00:28.028141,define,code/lib/styled_widgets/buttons/styled_share_btn.dart (soy),code/lib/commands/app/copy_share_link_command.dart (NO_NODE_YET),22:6-22:26,10:6-10:26,2023-01-25T18:00:28.028141
25,45,patch,control,1,1,2023-01-25 18:00:50.128257,mark,,code/lib/commands/app/copy_share_link_command.dart (mantis),,18:17-18:42,2023-01-25T18:00:50.128257
26,46,patch,control,1,1,2023-01-25 18:00:52.444898,define,code/lib/commands/app/copy_share_link_command.dart (mantis),code/lib/models/app_model.dart (NO_NODE_YET),18:25-18:41,69:14-69:30,2023-01-25T18:00:52.444898
28,47,patch,control,1,1,2023-01-25 18:01:13.868756,mark,,code/lib/models/app_model.dart (air),,69:2-69:53,2023-01-25T18:01:13.868756
29,48,patch,control,1,1,2023-01-25 18:01:15.748338,define,code/lib/models/app_model.dart (air),code/lib/data/app_user.freezed.dart (NO_NODE_YET),69:47-69:52,51:13-51:18,2023-01-25T18:01:15.748338
31,49,patch,control,1,1,2023-01-25 18:01:29.628991,define,code/lib/data/app_user.freezed.dart (silicon),code/lib/data/app_user.freezed.dart (silicon),51:13-51:18,51:13-51:18,2023-01-25T18:01:29.628991
32,50,patch,control,1,1,2023-01-25 18:02:07.134439,reference,code/lib/data/app_user.freezed.dart (silicon),code/lib/data/app_user.freezed.dart (silicon),68:13-68:18,68:13-68:18,2023-01-25T18:02:07.134439
33,51,patch,control,1,1,2023-01-25 18:02:22.874592,reference,code/lib/data/app_user.freezed.dart (silicon),code/lib/models/app_model.dart (air),51:13-51:18,69:47-69:52,2023-01-25T18:02:22.874592
35,52,patch,control,2,0,2023-01-25 18:02:46.280588,hide,,code/lib/main.dart (airmail),,,2023-01-25T18:02:46.280588
37,53,patch,control,2,0,2023-01-25 18:02:46.894297,hide,,code/lib/views/home_page/home_page.dart (cement),,,2023-01-25T18:02:46.894297
39,54,patch,control,2,0,2023-01-25 18:02:47.442960,hide,,code/lib/views/home_page/covers_sortable_list.dart (fire),,,2023-01-25T18:02:47.442960
41,55,patch,control,2,0,2023-01-25 18:02:47.890685,hide,,code/lib/styled_widgets/buttons/styled_share_btn.dart (soy),,,2023-01-25T18:02:47.890685
43,56,patch,control,2,0,2023-01-25 18:02:48.373886,hide,,code/lib/commands/app/copy_share_link_command.dart (mantis),,,2023-01-25T18:02:48.373886
45,57,patch,control,2,0,2023-01-25 18:02:48.892988,hide,,code/lib/models/app_model.dart (air),,,2023-01-25T18:02:48.892988
47,58,patch,control,2,0,2023-01-25 18:02:49.409291,hide,,code/lib/data/app_user.freezed.dart (silicon),,,2023-01-25T18:02:49.409291
49,59,patch,control,2,0,2023-01-25 18:02:49.977519,hide,,code/lib/models/books_model.dart (coelurus),,,2023-01-25T18:02:49.977519
50,60,patch,control,2,0,2023-01-25 18:03:14.732521,tree,,code/lib/views/home_page/home_page.dart (cement),,,2023-01-25T18:03:14.732521
52,61,patch,control,2,0,2023-01-25 18:03:19.966629,define,code/lib/views/home_page/home_page.dart (cement),code/lib/views/home_page/covers_sortable_list.dart (fire),47:24-47:42,20:8-20:26,2023-01-25T18:03:19.966629
54,433,patch,control,2,0,2023-01-25 18:03:21.526330,UI,,/views/home_page/home_page.dart,,,2023-01-25T18:03:21.526330
55,62,patch,control,2,0,2023-01-25 18:03:34.441435,define,code/lib/views/home_page/home_page.dart (cement),code/lib/views/home_page/covers_sortable_list.dart (fire),47:24-47:42,20:8-20:26,2023-01-25T18:03:34.441435
57,63,patch,control,2,0,2023-01-25 18:04:17.661255,define,code/lib/views/home_page/covers_sortable_list.dart (fire),code/lib/views/home_page/covers_sortable_list.dart (fire),107:35-107:50,207:8-207:23,2023-01-25T18:04:17.661255
58,435,patch,control,2,0,2023-01-25 18:04:19.675371,UI,,/views/home_page/home_page.dart,,,2023-01-25T18:04:19.675371
59,64,patch,control,2,0,2023-01-25 18:04:22.167927,move-leaf,,code/lib/views/home_page/home_page.dart (cement),,,2023-01-25T18:04:22.167927
62,65,patch,control,2,0,2023-01-25 18:04:45.435968,define,code/lib/views/home_page/covers_sortable_list.dart (fire),code/lib/views/home_page/covers_sortable_list.dart (fire),107:35-107:50,207:8-207:23,2023-01-25T18:04:45.435968
63,66,patch,control,2,0,2023-01-25 18:04:58.303457,define,code/lib/views/home_page/covers_sortable_list.dart (fire),code/lib/views/home_page/covers_sortable_list.dart (fire),107:35-107:50,207:8-207:23,2023-01-25T18:04:58.303457
64,67,patch,control,2,0,2023-01-25 18:05:01.785973,define,code/lib/views/home_page/covers_sortable_list.dart (fire),code/lib/views/home_page/covers_sortable_list.dart (fire),107:35-107:50,207:8-207:23,2023-01-25T18:05:01.785973
65,68,patch,control,2,0,2023-01-25 18:05:53.557232,move-leaf,,code/lib/views/home_page/home_page.dart (cement),,,2023-01-25T18:05:53.557232
67,69,patch,control,2,0,2023-01-25 18:05:57.470107,define,code/lib/views/home_page/home_page.dart (cement),code/lib/views/home_page/covers_sortable_list.dart (fire),47:24-47:42,20:8-20:26,2023-01-25T18:05:57.470107
69,70,patch,control,2,0,2023-01-25 18:06:01.460751,define,code/lib/views/home_page/covers_sortable_list.dart (fire),code/lib/views/home_page/covers_sortable_list.dart (fire),107:35-107:50,207:8-207:23,2023-01-25T18:06:01.460751
70,71,patch,control,2,0,2023-01-25 18:06:04.993818,define,code/lib/views/home_page/covers_sortable_list.dart (fire),code/lib/views/home_page/covers_sortable_list.dart (fire),107:35-107:50,207:8-207:23,2023-01-25T18:06:04.993818
71,72,patch,control,2,0,2023-01-25 18:06:10.985552,define,code/lib/views/home_page/covers_sortable_list.dart (fire),code/lib/views/home_page/covers_sortable_list.dart (fire),111:49-111:66,157:7-157:24,2023-01-25T18:06:10.985552
72,73,patch,control,2,0,2023-01-25 18:06:14.419353,define,code/lib/views/home_page/covers_sortable_list.dart (fire),code/lib/views/home_page/covers_sortable_list.dart (fire),111:49-111:66,157:7-157:24,2023-01-25T18:06:14.419353
73,74,patch,control,2,0,2023-01-25 18:06:26.470016,define,code/lib/views/home_page/covers_sortable_list.dart (fire),code/lib/commands/books/set_current_book_command.dart (NO_NODE_YET),157:48-157:69,8:6-8:27,2023-01-25T18:06:26.470016
75,75,patch,control,2,0,2023-01-25 18:06:33.939673,define,code/lib/commands/books/set_current_book_command.dart (apology),code/lib/commands/books/set_current_page_command.dart (NO_NODE_YET),21:16-21:37,6:6-6:27,2023-01-25T18:06:33.939673
77,442,patch,control,2,0,2023-01-25 18:06:54.265672,UI,,/views/home_page/covers_sortable_list.dart,,,2023-01-25T18:06:54.265672
78,76,patch,control,2,0,2023-01-25 18:08:38.849014,tree,,code/lib/views/editor_page/draggable_page_menu/draggable_page_menu.dart (NO_NODE_YET),,,2023-01-25T18:08:38.849014
80,77,patch,control,2,0,2023-01-25 18:09:01.919421,define,code/lib/views/editor_page/draggable_page_menu/draggable_page_menu.dart (fluttering),code/lib/views/editor_page/draggable_page_menu/draggable_page_title_btn.dart (NO_NODE_YET),66:33-66:54,12:8-12:29,2023-01-25T18:09:01.919421
82,78,patch,control,2,0,2023-01-25 18:09:34.607442,define,code/lib/views/editor_page/draggable_page_menu/draggable_page_title_btn.dart (confusion),code/lib/views/editor_page/draggable_page_menu/draggable_page_title_btn.dart (confusion),44:11-44:25,44:11-44:25,2023-01-25T18:09:34.607442
83,79,patch,control,2,0,2023-01-25 18:09:42.312206,reference,code/lib/views/editor_page/draggable_page_menu/draggable_page_title_btn.dart (confusion),code/lib/views/editor_page/draggable_page_menu/draggable_page_title_btn.dart (confusion),44:11-44:25,44:11-44:25,2023-01-25T18:09:42.312206
84,80,patch,control,2,0,2023-01-25 18:10:24.910624,reference,code/lib/views/editor_page/draggable_page_menu/draggable_page_title_btn.dart (confusion),code/lib/views/editor_page/draggable_page_menu/draggable_page_menu.dart (fluttering),11:6-11:27,66:33-66:54,2023-01-25T18:10:24.910624
86,81,patch,control,2,0,2023-01-25 18:11:05.272809,define,code/lib/views/editor_page/draggable_page_menu/draggable_page_menu.dart (fluttering),code/lib/views/editor_page/draggable_page_menu/draggable_page_menu.dart (fluttering),15:42-15:51,15:42-15:51,2023-01-25T18:11:05.272809
87,82,patch,control,2,0,2023-01-25 18:11:21.308843,reference,code/lib/views/editor_page/draggable_page_menu/draggable_page_menu.dart (fluttering),code/lib/views/editor_page/panels/collapsible_pages_panel.dart (NO_NODE_YET),15:42-15:51,45:20-45:29,2023-01-25T18:11:21.308843
89,83,patch,control,2,0,2023-01-25 18:11:29.132035,define,code/lib/views/editor_page/panels/collapsible_pages_panel.dart (barbecue),code/lib/views/editor_page/panels/collapsible_pages_panel.dart (barbecue),45:31-45:49,56:7-56:25,2023-01-25T18:11:29.132035
90,84,patch,control,2,0,2023-01-25 18:11:36.001138,define,code/lib/views/editor_page/panels/collapsible_pages_panel.dart (barbecue),code/lib/commands/books/set_current_page_command.dart (plot),56:46-56:67,6:6-6:27,2023-01-25T18:11:36.001138
92,85,patch,control,2,0,2023-01-25 18:11:53.026304,define,code/lib/commands/books/set_current_page_command.dart (plot),code/lib/commands/books/refresh_current_page_command.dart (NO_NODE_YET),12:6-12:31,5:6-5:31,2023-01-25T18:11:53.026304
94,86,patch,control,2,0,2023-01-25 18:12:00.007669,reference,code/lib/commands/books/refresh_current_page_command.dart (cedar),code/lib/commands/books/set_current_page_command.dart (plot),5:6-5:31,12:6-12:31,2023-01-25T18:12:00.007669
96,87,patch,control,2,0,2023-01-25 18:12:08.977129,reference,code/lib/commands/books/set_current_page_command.dart (plot),code/lib/views/editor_page/panels/simple_pages_menu.dart (NO_NODE_YET),6:6-6:27,42:74-42:95,2023-01-25T18:12:08.977129
98,88,patch,control,2,0,2023-01-25 18:12:54.640467,mark,,code/lib/views/editor_page/panels/simple_pages_menu.dart (saw),,42:2-42:108,2023-01-25T18:12:54.640467
99,89,patch,control,2,0,2023-01-25 18:13:02.656554,mark,,code/lib/views/editor_page/panels/simple_pages_menu.dart (saw),,31:20-35:65,2023-01-25T18:13:02.656554
100,90,patch,control,2,1,2023-01-25 18:13:46.074834,tree,,code/lib/commands/commands.dart (NO_NODE_YET),,,2023-01-25T18:13:46.074834
102,91,patch,control,2,1,2023-01-25 18:13:58.757173,tree,,code/lib/commands/pick_images_command.dart (NO_NODE_YET),,,2023-01-25T18:13:58.757173
104,92,patch,control,2,1,2023-01-25 18:14:13.289734,tree,,code/lib/commands/books/delete_page_command.dart (NO_NODE_YET),,,2023-01-25T18:14:13.289734
106,93,patch,control,2,1,2023-01-25 18:14:19.591312,mark,,code/lib/commands/books/delete_page_command.dart (parent),,33:7-33:68,2023-01-25T18:14:19.591312
107,94,patch,control,2,1,2023-01-25 18:15:35.762845,define,code/lib/commands/books/delete_page_command.dart (parent),code/lib/commands/books/delete_page_command.dart (parent),32:28-32:36,28:11-28:19,2023-01-25T18:15:35.762845
108,95,patch,control,2,1,2023-01-25 18:17:22.312330,define,code/lib/commands/books/delete_page_command.dart (parent),code/lib/models/books_model.dart (coelurus),33:19-33:30,102:6-102:17,2023-01-25T18:17:22.312330
110,96,patch,control,2,1,2023-01-25 18:17:35.294904,reference,code/lib/models/books_model.dart (coelurus),code/lib/commands/books/delete_page_command.dart (parent),102:6-102:17,33:19-33:30,2023-01-25T18:17:35.294904
112,97,patch,control,2,1,2023-01-25 18:18:04.143800,define,code/lib/commands/books/delete_page_command.dart (parent),code/lib/data/book_data.freezed.dart (NO_NODE_YET),27:71-27:81,430:13-430:23,2023-01-25T18:18:04.143800
114,98,patch,control,2,1,2023-01-25 18:18:18.863053,tree,,code/lib/commands/books/delete_page_command.dart (parent),,,2023-01-25T18:18:18.863053
116,99,patch,control,2,1,2023-01-25 18:18:22.228879,define,code/lib/commands/books/delete_page_command.dart (parent),code/lib/data/book_data.freezed.dart (plier),27:71-27:81,430:13-430:23,2023-01-25T18:18:22.228879
118,100,patch,control,2,1,2023-01-25 18:18:25.839953,tree,,code/lib/commands/books/delete_page_command.dart (parent),,,2023-01-25T18:18:25.839953
120,101,patch,control,2,1,2023-01-25 18:18:31.660623,mark,,code/lib/commands/books/delete_page_command.dart (parent),,27:28-27:82,2023-01-25T18:18:31.660623
121,102,patch,control,2,1,2023-01-25 18:18:56.376860,unmark,,code/lib/commands/books/delete_page_command.dart (parent),,27:28-27:82,2023-01-25T18:18:56.376860
122,103,patch,control,3,0,2023-01-25 18:22:33.563655,tree,,code/lib/services/firebase/firebase_service_native.dart (NO_NODE_YET),,,2023-01-25T18:22:33.563655
124,104,patch,control,3,0,2023-01-25 18:23:04.626568,reference,code/lib/services/firebase/firebase_service_native.dart (voyage),code/lib/services/firebase/firebase_service.dart (NO_NODE_YET),9:6-9:27,28:10-28:31,2023-01-25T18:23:04.626568
126,105,patch,control,3,0,2023-01-25 18:23:13.767980,mark,,code/lib/services/firebase/firebase_service.dart (brow),,24:2-24:54,2023-01-25T18:23:13.767980
127,106,patch,control,3,0,2023-01-25 18:23:16.626145,mark,,code/lib/services/firebase/firebase_service.dart (brow),,27:1-32:12,2023-01-25T18:23:16.626145
128,107,patch,control,3,1,2023-01-25 18:24:38.725459,reference,code/lib/services/firebase/firebase_service.dart (brow),code/lib/services/firebase/firebase_service.dart (brow),28:10-28:31,28:10-28:31,2023-01-25T18:24:38.725459
129,108,patch,control,3,1,2023-01-25 18:24:40.630737,define,code/lib/services/firebase/firebase_service.dart (brow),code/lib/services/firebase/firebase_service_native.dart (voyage),28:10-28:31,9:6-9:27,2023-01-25T18:24:40.630737
131,109,patch,control,3,1,2023-01-25 18:24:53.939078,mark,,code/lib/services/firebase/firebase_service_native.dart (voyage),,73:0-87:3,2023-01-25T18:24:53.939078
132,110,patch,control,3,1,2023-01-25 18:25:02.424184,unmark,,code/lib/services/firebase/firebase_service_native.dart (voyage),,73:0-87:3,2023-01-25T18:25:02.424184
133,463,patch,control,3,1,2023-01-25 18:25:09.946387,UI,,/views/home_page/covers_sortable_list.dart,,,2023-01-25T18:25:09.946387
